,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Identifier_cat,Outlet_Identifier_cat
7274,253,7.905,Low Fat,5,109.1254,2,2007,High,Tier 2,Supermarket Type1,1627.881,FDC28,OUT017
7275,11,17.85,Low Fat,14,153.4998,3,2009,Medium,Tier 3,Supermarket Type2,2922.1962,DRC24,OUT018
7276,681,7.21,Regular,13,100.8332,7,2002,High,Tier 2,Supermarket Type1,1537.998,FDN46,OUT045
7277,1418,5.175,Low Fat,8,37.0874,6,2004,Small,Tier 2,Supermarket Type1,423.4488,NCN53,OUT035
7278,1191,12.857645184136183,Low Fat,6,163.221,4,1985,Small,Tier 1,Grocery Store,326.242,FDY32,OUT019
7279,1520,16.2,Low Fat,9,193.1162,2,2007,High,Tier 2,Supermarket Type1,2501.4106,NCW06,OUT017
7280,1205,14.0,Low Fat,0,103.8332,1,1987,High,Tier 3,Supermarket Type1,1743.0644,FDY48,OUT013
7281,1443,8.42,Low Fat,8,65.9168,1,1987,High,Tier 3,Supermarket Type1,958.752,NCP29,OUT013
7282,235,9.3,Low Fat,0,195.0136,0,1998,High,Tier 3,Grocery Store,194.4136,FDB60,OUT010
7283,36,9.395,Low Fat,14,226.172,6,2004,Small,Tier 2,Supermarket Type1,3848.324,DRE60,OUT035
7284,685,17.85,Regular,10,260.7936,7,2002,High,Tier 2,Supermarket Type1,4697.8848,FDN51,OUT045
7285,30,12.857645184136183,Low Fat,4,74.2012,5,1985,Medium,Tier 3,Supermarket Type3,1290.3204,DRE15,OUT027
7286,54,6.13,Low Fat,4,60.1536,1,1987,High,Tier 3,Supermarket Type1,1102.5648,DRG15,OUT013
7287,1161,12.857645184136183,Low Fat,6,216.9166,4,1985,Small,Tier 1,Grocery Store,217.7166,FDX55,OUT019
7288,274,20.1,Regular,6,194.282,3,2009,Medium,Tier 3,Supermarket Type2,1544.656,FDC57,OUT018
7289,163,16.5,Regular,3,103.699,2,2007,High,Tier 2,Supermarket Type1,1651.184,FDA25,OUT017
7290,1369,5.615,Low Fat,8,122.473,6,2004,Small,Tier 2,Supermarket Type1,1354.903,NCK29,OUT035
7291,766,7.52,Regular,0,183.095,8,1997,Small,Tier 1,Supermarket Type1,5492.85,FDP48,OUT046
7292,767,12.857645184136183,Regular,2,54.5614,5,1985,Medium,Tier 3,Supermarket Type3,1713.1034,FDP49,OUT027
7293,603,13.8,Regular,3,87.4172,0,1998,High,Tier 3,Grocery Store,178.4344,FDL38,OUT010
7294,1231,17.6,Regular,13,98.241,6,2004,Small,Tier 2,Supermarket Type1,1930.82,FDZ21,OUT035
7295,806,20.5,Low Fat,6,122.3756,2,2007,High,Tier 2,Supermarket Type1,2544.6876,FDQ44,OUT017
7296,1280,11.8,Low Fat,8,116.9492,1,1987,High,Tier 3,Supermarket Type1,1969.4364,NCB42,OUT013
7297,1179,12.857645184136183,Regular,4,155.963,5,1985,Medium,Tier 3,Supermarket Type3,4537.427,FDY15,OUT027
7298,1519,20.25,Low Fat,8,108.3938,9,1999,Medium,Tier 1,Supermarket Type1,2787.0388,NCW05,OUT049
7299,838,15.85,Low Fat,1,177.637,9,1999,Medium,Tier 1,Supermarket Type1,3352.303,FDR23,OUT049
7300,714,17.7,Low Fat,13,166.2816,1,1987,High,Tier 3,Supermarket Type1,2516.724,FDO34,OUT013
7301,1243,6.035,Regular,0,185.324,6,2004,Small,Tier 2,Supermarket Type1,3728.48,FDZ36,OUT035
7302,1164,12.857645184136183,Low Fat,13,184.495,5,1985,Medium,Tier 3,Supermarket Type3,7873.085,FDX58,OUT027
7303,1355,12.35,Low Fat,9,117.0124,8,1997,Small,Tier 1,Supermarket Type1,1540.6612,NCJ18,OUT046
7304,747,14.65,Regular,13,50.9666,2,2007,High,Tier 2,Supermarket Type1,717.7324,FDP22,OUT017
7305,466,10.895,Low Fat,6,133.5284,0,1998,High,Tier 3,Grocery Store,263.6568,FDH57,OUT010
7306,48,15.75,Low Fat,4,37.4506,7,2002,High,Tier 2,Supermarket Type1,1062.6168,DRF51,OUT045
7307,311,11.15,Low Fat,4,44.2744,6,2004,Small,Tier 2,Supermarket Type1,588.5672,FDD51,OUT035
7308,1070,8.985,Regular,5,131.531,7,2002,High,Tier 2,Supermarket Type1,1428.141,FDW04,OUT045
7309,1231,17.6,Regular,13,94.841,0,1998,High,Tier 3,Grocery Store,193.082,FDZ21,OUT010
7310,1358,12.857645184136183,Low Fat,9,168.679,5,1985,Medium,Tier 3,Supermarket Type3,4923.591,NCJ30,OUT027
7311,721,13.15,Regular,13,89.5856,8,1997,Small,Tier 1,Supermarket Type1,1494.0552,FDO45,OUT046
7312,344,9.195,Regular,5,86.5566,9,1999,Medium,Tier 1,Supermarket Type1,1183.7924,FDE41,OUT049
7313,18,12.857645184136183,Low Fat,14,64.7168,5,1985,Medium,Tier 3,Supermarket Type3,3068.0064,DRD13,OUT027
7314,1285,19.6,Low Fat,9,106.9964,6,2004,Small,Tier 2,Supermarket Type1,1788.3388,NCC07,OUT035
7315,350,12.857645184136183,Regular,4,43.7086,5,1985,Medium,Tier 3,Supermarket Type3,1293.6494,FDE51,OUT027
7316,1330,20.2,Low Fat,9,93.2462,1,1987,High,Tier 3,Supermarket Type1,1018.0082,NCG43,OUT013
7317,915,12.857645184136183,Regular,1,110.157,5,1985,Medium,Tier 3,Supermarket Type3,2306.997,FDS59,OUT027
7318,1030,7.75,Regular,5,32.9558,3,2009,Medium,Tier 3,Supermarket Type2,101.8674,FDV16,OUT018
7319,237,8.575,Regular,4,194.1794,6,2004,Small,Tier 2,Supermarket Type1,3316.3498,FDC03,OUT035
7320,1066,20.2,Regular,0,197.211,1,1987,High,Tier 3,Supermarket Type1,3535.398,FDV60,OUT013
7321,542,19.35,Regular,0,165.3184,9,1999,Medium,Tier 1,Supermarket Type1,1651.184,FDJ60,OUT049
7322,1132,7.365,Low Fat,6,225.172,7,2002,High,Tier 2,Supermarket Type1,452.744,FDX20,OUT045
7323,288,7.5,Low Fat,5,237.7906,6,2004,Small,Tier 2,Supermarket Type1,1188.453,FDD17,OUT035
7324,282,8.3,Low Fat,6,37.4506,2,2007,High,Tier 2,Supermarket Type1,796.9626,FDD08,OUT017
7325,1153,16.75,Low Fat,13,156.663,7,2002,High,Tier 2,Supermarket Type1,2816.334,FDX45,OUT045
7326,633,10.695,Regular,2,173.8712,3,2009,Medium,Tier 3,Supermarket Type2,4570.0512,FDM25,OUT018
7327,1496,5.88,Low Fat,9,147.5392,8,1997,Small,Tier 1,Supermarket Type1,2684.5056,NCT42,OUT046
7328,918,12.6,Low Fat,4,36.1874,8,1997,Small,Tier 1,Supermarket Type1,423.4488,FDT02,OUT046
7329,1044,10.695,Regular,13,74.0038,1,1987,High,Tier 3,Supermarket Type1,1034.6532,FDV34,OUT013
7330,1473,17.85,Low Fat,8,95.9094,8,1997,Small,Tier 1,Supermarket Type1,2285.0256,NCR41,OUT046
7331,941,19.75,Low Fat,6,188.0872,3,2009,Medium,Tier 3,Supermarket Type2,2458.1336,FDT31,OUT018
7332,376,7.97,Low Fat,12,107.5596,0,1998,High,Tier 3,Grocery Store,431.4384,FDF33,OUT010
7333,1503,12.857645184136183,Low Fat,8,145.976,4,1985,Small,Tier 1,Grocery Store,585.904,NCU29,OUT019
7334,1283,15.7,Low Fat,9,57.8562,7,2002,High,Tier 2,Supermarket Type1,651.8182,NCB55,OUT045
7335,1502,15.1,Low Fat,9,139.7496,1,1987,High,Tier 3,Supermarket Type1,3952.1888,NCU18,OUT013
7336,1262,6.63,Regular,0,167.25,3,2009,Medium,Tier 3,Supermarket Type2,1830.95,FDZ59,OUT018
7337,1345,8.6,Low Fat,8,140.9154,7,2002,High,Tier 2,Supermarket Type1,1134.5232,NCI29,OUT045
7338,581,12.857645184136183,Regular,10,197.711,5,1985,Medium,Tier 3,Supermarket Type3,4910.275,FDL03,OUT027
7339,1454,13.0,Low Fat,9,255.0014,7,2002,High,Tier 2,Supermarket Type1,5865.0322,NCQ06,OUT045
7340,1190,5.98,Low Fat,6,148.2418,9,1999,Medium,Tier 1,Supermarket Type1,1618.5598,FDY31,OUT049
7341,78,6.03,Low Fat,4,175.1028,9,1999,Medium,Tier 1,Supermarket Type1,1593.9252,DRI03,OUT049
7342,603,13.8,Regular,3,88.5172,3,2009,Medium,Tier 3,Supermarket Type2,2408.8644,FDL38,OUT018
7343,850,12.857645184136183,Regular,2,183.0292,5,1985,Medium,Tier 3,Supermarket Type3,8209.314,FDR37,OUT027
7344,965,12.857645184136183,Low Fat,1,228.5668,5,1985,Medium,Tier 3,Supermarket Type3,3225.1352,FDT59,OUT027
7345,1040,16.1,Regular,5,34.3558,8,1997,Small,Tier 1,Supermarket Type1,271.6464,FDV28,OUT046
7346,1537,20.1,Low Fat,8,143.4154,1,1987,High,Tier 3,Supermarket Type1,3545.385,NCX53,OUT013
7347,1224,9.17,Low Fat,0,141.947,1,1987,High,Tier 3,Supermarket Type1,4008.116,FDZ12,OUT013
7348,1489,10.895,Low Fat,8,255.3672,8,1997,Small,Tier 1,Supermarket Type1,767.0016,NCT05,OUT046
7349,1098,5.325,Regular,4,55.8298,6,2004,Small,Tier 2,Supermarket Type1,485.3682,FDW38,OUT035
7350,297,12.85,Low Fat,6,233.3642,1,1987,High,Tier 3,Supermarket Type1,3950.1914,FDD33,OUT013
7351,1049,12.857645184136183,Low Fat,10,196.8426,4,1985,Small,Tier 1,Grocery Store,593.2278,FDV39,OUT019
7352,31,15.35,Low Fat,14,91.912,2,2007,High,Tier 2,Supermarket Type1,559.272,DRE25,OUT017
7353,276,16.7,Regular,15,64.3168,0,1998,High,Tier 3,Grocery Store,127.8336,FDC59,OUT010
7354,392,13.3,Low Fat,13,64.951,8,1997,Small,Tier 1,Supermarket Type1,1644.526,FDF58,OUT046
7355,1448,12.857645184136183,Low Fat,11,78.6618,4,1985,Small,Tier 1,Grocery Store,80.5618,NCP50,OUT019
7356,894,6.67,Regular,13,90.2514,1,1987,High,Tier 3,Supermarket Type1,974.0654,FDS33,OUT013
7357,736,20.5,Regular,6,192.0478,9,1999,Medium,Tier 1,Supermarket Type1,1549.9824,FDP08,OUT049
7358,374,15.1,Regular,5,131.531,6,2004,Small,Tier 2,Supermarket Type1,2856.282,FDF29,OUT035
7359,1318,17.0,Low Fat,9,124.6362,8,1997,Small,Tier 1,Supermarket Type1,3900.9222,NCF30,OUT046
7360,500,8.42,Regular,3,227.6352,7,2002,High,Tier 2,Supermarket Type1,2748.4224,FDI50,OUT045
7361,314,15.2,Regular,6,177.1054,2,2007,High,Tier 2,Supermarket Type1,3151.8972,FDD56,OUT017
7362,1415,17.0,Low Fat,8,125.073,0,1998,High,Tier 3,Grocery Store,369.519,NCN41,OUT010
7363,331,17.6,Regular,15,47.806,2,2007,High,Tier 2,Supermarket Type1,1071.938,FDE23,OUT017
7364,596,18.0,Low Fat,3,155.0972,9,1999,Medium,Tier 1,Supermarket Type1,3894.93,FDL26,OUT049
7365,1278,14.6,Low Fat,9,196.9084,0,1998,High,Tier 3,Grocery Store,595.2252,NCB30,OUT010
7366,1207,5.8,Low Fat,4,89.4172,2,2007,High,Tier 2,Supermarket Type1,2498.0816,FDY50,OUT017
7367,1368,9.8,Low Fat,11,192.2478,3,2009,Medium,Tier 3,Supermarket Type2,4068.7038,NCK19,OUT018
7368,1472,12.857645184136183,Low Fat,9,250.7724,4,1985,Small,Tier 1,Grocery Store,251.6724,NCR38,OUT019
7369,487,14.3,Low Fat,5,77.6302,8,1997,Small,Tier 1,Supermarket Type1,950.7624,FDI28,OUT046
7370,707,11.1,Low Fat,0,158.8604,8,1997,Small,Tier 1,Supermarket Type1,2693.8268,FDO24,OUT046
7371,265,17.0,Low Fat,6,171.7106,7,2002,High,Tier 2,Supermarket Type1,1711.106,FDC45,OUT045
7372,989,18.6,Regular,10,48.8376,9,1999,Medium,Tier 1,Supermarket Type1,1294.3152,FDU27,OUT049
7373,874,8.895,Regular,13,49.8008,2,2007,High,Tier 2,Supermarket Type1,759.012,FDS09,OUT017
7374,29,12.857645184136183,Low Fat,14,86.6198,5,1985,Medium,Tier 3,Supermarket Type3,2529.3742,DRE13,OUT027
7375,1029,10.3,Low Fat,10,102.3648,3,2009,Medium,Tier 3,Supermarket Type2,1557.972,FDV15,OUT018
7376,446,19.25,Regular,3,141.8496,1,1987,High,Tier 3,Supermarket Type1,2399.5432,FDH26,OUT013
7377,483,12.6,Low Fat,13,210.8612,6,2004,Small,Tier 2,Supermarket Type1,1254.3672,FDI22,OUT035
7378,521,15.3,Regular,3,215.7218,3,2009,Medium,Tier 3,Supermarket Type2,1923.4962,FDJ26,OUT018
7379,293,12.857645184136183,Regular,3,184.0924,4,1985,Small,Tier 1,Grocery Store,555.2772,FDD26,OUT019
7380,1351,12.857645184136183,Low Fat,9,123.3414,5,1985,Medium,Tier 3,Supermarket Type3,4751.8146,NCI55,OUT027
7381,171,12.857645184136183,Regular,0,122.2072,5,1985,Medium,Tier 3,Supermarket Type3,3552.7088,FDA35,OUT027
7382,665,18.6,Low Fat,13,160.6236,3,2009,Medium,Tier 3,Supermarket Type2,1611.236,FDN21,OUT018
7383,1401,14.5,Low Fat,11,163.621,0,1998,High,Tier 3,Grocery Store,815.605,NCM43,OUT010
7384,283,13.5,Low Fat,6,179.5976,3,2009,Medium,Tier 3,Supermarket Type2,2173.1712,FDD09,OUT018
7385,484,10.3,Low Fat,0,177.637,7,2002,High,Tier 2,Supermarket Type1,4234.488,FDI24,OUT045
7386,1415,12.857645184136183,Low Fat,8,121.373,4,1985,Small,Tier 1,Grocery Store,369.519,NCN41,OUT019
7387,1497,12.857645184136183,Low Fat,8,164.6526,4,1985,Small,Tier 1,Grocery Store,657.8104,NCT53,OUT019
7388,809,7.155,Regular,1,33.8874,0,1998,High,Tier 3,Grocery Store,35.2874,FDQ47,OUT010
7389,1300,16.5,Low Fat,8,39.7506,3,2009,Medium,Tier 3,Supermarket Type2,227.7036,NCD42,OUT018
7390,482,5.59,Regular,13,63.1168,0,1998,High,Tier 3,Grocery Store,191.7504,FDI21,OUT010
7391,906,15.15,Low Fat,0,149.6708,0,1998,High,Tier 3,Grocery Store,300.9416,FDS48,OUT010
7392,1108,13.1,Low Fat,4,166.1158,2,2007,High,Tier 2,Supermarket Type1,1169.8106,FDW50,OUT017
7393,716,8.06,Low Fat,2,232.7326,3,2009,Medium,Tier 3,Supermarket Type2,3696.5216,FDO37,OUT018
7394,871,10.195,Regular,5,139.5838,3,2009,Medium,Tier 3,Supermarket Type2,4495.4816,FDS04,OUT018
7395,760,10.1,Low Fat,3,49.8008,0,1998,High,Tier 3,Grocery Store,303.6048,FDP38,OUT010
7396,1314,6.235,Low Fat,9,258.9962,0,1998,High,Tier 3,Grocery Store,258.9962,NCF06,OUT010
7397,848,12.5,Low Fat,1,198.3742,3,2009,Medium,Tier 3,Supermarket Type2,2587.9646,FDR35,OUT018
7398,193,11.35,Regular,4,86.1856,1,1987,High,Tier 3,Supermarket Type1,1494.0552,FDB04,OUT013
7399,551,9.065,Low Fat,5,96.0094,7,2002,High,Tier 2,Supermarket Type1,1713.7692,FDK16,OUT045
7400,650,11.65,Regular,13,85.1908,2,2007,High,Tier 2,Supermarket Type1,671.1264,FDM57,OUT017
7401,384,18.2,Regular,6,57.1904,9,1999,Medium,Tier 1,Supermarket Type1,1640.5312,FDF45,OUT049
7402,432,6.115,Regular,5,91.0488,3,2009,Medium,Tier 3,Supermarket Type2,1629.8784,FDH04,OUT018
7403,595,6.92,Regular,2,90.5804,3,2009,Medium,Tier 3,Supermarket Type2,183.7608,FDL25,OUT018
7404,565,7.035,Low Fat,5,263.791,9,1999,Medium,Tier 1,Supermarket Type1,4996.829,FDK40,OUT049
7405,1054,18.2,Low Fat,13,139.818,8,1997,Small,Tier 1,Supermarket Type1,1398.18,FDV46,OUT046
7406,991,10.5,Regular,6,218.7508,7,2002,High,Tier 2,Supermarket Type1,3255.762,FDU31,OUT045
7407,1464,17.6,Low Fat,8,237.759,9,1999,Medium,Tier 1,Supermarket Type1,3545.385,NCQ53,OUT049
7408,283,12.857645184136183,Low Fat,6,182.0976,5,1985,Medium,Tier 3,Supermarket Type3,6157.3184,FDD09,OUT027
7409,1181,19.75,Low Fat,6,116.5466,7,2002,High,Tier 2,Supermarket Type1,2828.3184,FDY19,OUT045
7410,489,16.5,Low Fat,13,91.7146,1,1987,High,Tier 3,Supermarket Type1,2462.7942,FDI33,OUT013
7411,397,13.15,Regular,6,172.0764,1,1987,High,Tier 3,Supermarket Type1,4466.1864,FDG08,OUT013
7412,342,7.89,Low Fat,4,117.4782,6,2004,Small,Tier 2,Supermarket Type1,2026.0294,FDE39,OUT035
7413,464,20.5,Regular,5,82.8592,3,2009,Medium,Tier 3,Supermarket Type2,1733.7432,FDH53,OUT018
7414,196,16.25,Low Fat,6,123.9046,3,2009,Medium,Tier 3,Supermarket Type2,1120.5414,FDB09,OUT018
7415,483,12.6,Low Fat,13,207.2612,8,1997,Small,Tier 1,Supermarket Type1,4390.2852,FDI22,OUT046
7416,1136,12.857645184136183,Low Fat,0,92.4462,4,1985,Small,Tier 1,Grocery Store,185.0924,FDX24,OUT019
7417,322,8.775,Low Fat,6,109.5228,7,2002,High,Tier 2,Supermarket Type1,994.7052,FDE09,OUT045
7418,540,7.42,Regular,12,184.6582,8,1997,Small,Tier 1,Supermarket Type1,5015.4714,FDJ57,OUT046
7419,15,8.67,Low Fat,14,145.8128,6,2004,Small,Tier 2,Supermarket Type1,2444.8176,DRC49,OUT035
7420,981,8.77,Regular,6,170.5422,7,2002,High,Tier 2,Supermarket Type1,1551.9798,FDU19,OUT045
7421,1001,19.35,Regular,6,238.6564,1,1987,High,Tier 3,Supermarket Type1,3575.346,FDU43,OUT013
7422,184,16.25,Low Fat,4,96.041,1,1987,High,Tier 3,Supermarket Type1,868.869,FDA50,OUT013
7423,1396,11.5,Low Fat,8,129.6626,2,2007,High,Tier 2,Supermarket Type1,1836.2764,NCM29,OUT017
7424,784,11.1,Low Fat,3,82.5908,1,1987,High,Tier 3,Supermarket Type1,1510.0344,FDQ13,OUT013
7425,208,12.857645184136183,Regular,3,55.264,5,1985,Medium,Tier 3,Supermarket Type3,1544.656,FDB26,OUT027
7426,482,5.59,Regular,13,62.9168,7,2002,High,Tier 2,Supermarket Type1,1406.1696,FDI21,OUT045
7427,1037,12.857645184136183,Low Fat,3,219.7456,4,1985,Small,Tier 1,Grocery Store,884.1824,FDV25,OUT019
7428,792,6.55,Low Fat,1,102.9332,1,1987,High,Tier 3,Supermarket Type1,1845.5976,FDQ23,OUT013
7429,530,6.85,Low Fat,5,261.2594,0,1998,High,Tier 3,Grocery Store,1046.6376,FDJ41,OUT010
7430,1432,21.25,Low Fat,9,144.1102,9,1999,Medium,Tier 1,Supermarket Type1,1749.7224,NCO42,OUT049
7431,784,12.857645184136183,Low Fat,3,84.6908,5,1985,Medium,Tier 3,Supermarket Type3,3691.1952,FDQ13,OUT027
7432,1005,12.8,Regular,1,138.7838,0,1998,High,Tier 3,Grocery Store,280.9676,FDU47,OUT010
7433,1113,8.31,Regular,13,177.4028,8,1997,Small,Tier 1,Supermarket Type1,3896.2616,FDW57,OUT046
7434,134,12.1,Low Fat,7,179.166,8,1997,Small,Tier 1,Supermarket Type1,3056.022,DRN47,OUT046
7435,1090,12.857645184136183,Low Fat,5,194.7452,5,1985,Medium,Tier 3,Supermarket Type3,5872.356,FDW28,OUT027
7436,1416,20.25,Low Fat,9,145.6418,1,1987,High,Tier 3,Supermarket Type1,3384.2614,NCN42,OUT013
7437,867,12.857645184136183,Low Fat,0,78.2328,5,1985,Medium,Tier 3,Supermarket Type3,1004.0264,FDR60,OUT027
7438,695,12.857645184136183,Regular,13,262.891,4,1985,Small,Tier 1,Grocery Store,788.973,FDO09,OUT019
7439,1153,16.75,Low Fat,13,156.163,8,1997,Small,Tier 1,Supermarket Type1,2816.334,FDX45,OUT046
7440,447,7.075,Low Fat,4,145.3128,7,2002,High,Tier 2,Supermarket Type1,1869.5664,FDH27,OUT045
7441,694,11.1,Regular,6,163.1526,6,2004,Small,Tier 2,Supermarket Type1,1808.9786,FDO08,OUT035
7442,399,6.63,Regular,13,55.4588,3,2009,Medium,Tier 3,Supermarket Type2,343.5528,FDG10,OUT018
7443,1247,8.935,Low Fat,5,54.9298,9,1999,Medium,Tier 1,Supermarket Type1,1348.245,FDZ40,OUT049
7444,1236,7.935,Low Fat,4,51.435,2,2007,High,Tier 2,Supermarket Type1,499.35,FDZ27,OUT017
7445,1251,7.485,Low Fat,13,112.1228,9,1999,Medium,Tier 1,Supermarket Type1,1215.7508,FDZ46,OUT049
7446,498,9.5,Low Fat,13,253.3724,3,2009,Medium,Tier 3,Supermarket Type2,755.0172,FDI46,OUT018
7447,1527,18.35,Low Fat,8,193.1162,9,1999,Medium,Tier 1,Supermarket Type1,2693.8268,NCW53,OUT049
7448,1209,6.365,Low Fat,5,60.1536,9,1999,Medium,Tier 1,Supermarket Type1,490.0288,FDY52,OUT049
7449,971,11.1,Low Fat,6,149.1366,9,1999,Medium,Tier 1,Supermarket Type1,4231.8248,FDU07,OUT049
7450,1453,11.395,Low Fat,8,149.2708,2,2007,High,Tier 2,Supermarket Type1,2407.5328,NCQ05,OUT017
7451,930,9.895,Regular,5,260.2278,3,2009,Medium,Tier 3,Supermarket Type2,4165.2448,FDT16,OUT018
7452,1354,7.68,Low Fat,8,86.4224,2,2007,High,Tier 2,Supermarket Type1,511.3344,NCJ17,OUT017
7453,1543,13.65,Low Fat,8,56.493,6,2004,Small,Tier 2,Supermarket Type1,509.337,NCY29,OUT035
7454,1456,15.75,Low Fat,9,98.57,6,2004,Small,Tier 2,Supermarket Type1,2496.75,NCQ18,OUT035
7455,869,10.195,Regular,4,196.1794,9,1999,Medium,Tier 1,Supermarket Type1,2926.191,FDS02,OUT049
7456,1371,10.895,Low Fat,11,50.2666,3,2009,Medium,Tier 3,Supermarket Type2,820.2656,NCK31,OUT018
7457,468,12.857645184136183,Regular,0,195.711,5,1985,Medium,Tier 3,Supermarket Type3,5499.508,FDH60,OUT027
7458,702,17.7,Regular,6,48.3034,8,1997,Small,Tier 1,Supermarket Type1,777.6544,FDO19,OUT046
7459,45,17.25,Low Fat,14,263.391,6,2004,Small,Tier 2,Supermarket Type1,6311.784,DRF37,OUT035
7460,665,18.6,Low Fat,13,161.0236,1,1987,High,Tier 3,Supermarket Type1,3705.8428,FDN21,OUT013
7461,626,13.8,Low Fat,3,108.0254,6,2004,Small,Tier 2,Supermarket Type1,759.6778,FDM14,OUT035
7462,694,11.1,Regular,6,165.5526,3,2009,Medium,Tier 3,Supermarket Type2,1973.4312,FDO08,OUT018
7463,890,10.195,Regular,10,195.111,2,2007,High,Tier 2,Supermarket Type1,3731.809,FDS27,OUT017
7464,129,5.88,Low Fat,7,153.8998,9,1999,Medium,Tier 1,Supermarket Type1,2922.1962,DRM59,OUT049
7465,1429,11.15,Low Fat,8,163.0526,2,2007,High,Tier 2,Supermarket Type1,2302.3364,NCO29,OUT017
7466,255,12.857645184136183,Low Fat,6,92.0462,4,1985,Small,Tier 1,Grocery Store,277.6386,FDC32,OUT019
7467,0,11.6,Low Fat,14,142.0154,3,2009,Medium,Tier 3,Supermarket Type2,850.8924,DRA12,OUT018
7468,477,12.857645184136183,Low Fat,3,139.2496,5,1985,Medium,Tier 3,Supermarket Type3,1976.0944,FDI14,OUT027
7469,63,12.1,Low Fat,4,163.5526,8,1997,Small,Tier 1,Supermarket Type1,2302.3364,DRG51,OUT046
7470,846,12.857645184136183,Low Fat,13,110.657,4,1985,Small,Tier 1,Grocery Store,659.142,FDR33,OUT019
7471,886,4.635,Low Fat,1,126.9994,2,2007,High,Tier 2,Supermarket Type1,1798.9916,FDS23,OUT017
7472,1321,8.51,Low Fat,9,142.247,7,2002,High,Tier 2,Supermarket Type1,2004.058,NCF43,OUT045
7473,133,9.6,Low Fat,14,167.3158,6,2004,Small,Tier 2,Supermarket Type1,1838.2738,DRN37,OUT035
7474,1163,17.25,Regular,13,96.9068,2,2007,High,Tier 2,Supermarket Type1,1458.102,FDX57,OUT017
7475,1290,15.0,Low Fat,8,140.4838,7,2002,High,Tier 2,Supermarket Type1,1685.8056,NCC42,OUT045
7476,905,16.75,Low Fat,1,87.6856,8,1997,Small,Tier 1,Supermarket Type1,1494.0552,FDS47,OUT046
7477,107,8.365,Low Fat,7,39.2506,0,1998,High,Tier 3,Grocery Store,75.9012,DRK35,OUT010
7478,45,12.857645184136183,Low Fat,14,261.291,4,1985,Small,Tier 1,Grocery Store,788.973,DRF37,OUT019
7479,81,18.85,Low Fat,7,161.8578,3,2009,Medium,Tier 3,Supermarket Type2,3530.0716,DRI23,OUT018
7480,210,6.615,Low Fat,4,198.7426,2,2007,High,Tier 2,Supermarket Type1,1186.4556,FDB28,OUT017
7481,1008,5.75,Regular,4,115.3176,9,1999,Medium,Tier 1,Supermarket Type1,572.588,FDU50,OUT049
7482,291,10.0,Low Fat,13,113.3544,3,2009,Medium,Tier 3,Supermarket Type2,3467.4864,FDD22,OUT018
7483,395,13.1,Low Fat,5,188.9898,6,2004,Small,Tier 2,Supermarket Type1,4303.0654,FDG04,OUT035
7484,621,10.1,Regular,6,223.0088,9,1999,Medium,Tier 1,Supermarket Type1,671.1264,FDM08,OUT049
7485,487,12.857645184136183,Low Fat,5,79.0302,5,1985,Medium,Tier 3,Supermarket Type3,1901.5248,FDI28,OUT027
7486,650,11.65,Regular,13,83.4908,7,2002,High,Tier 2,Supermarket Type1,503.3448,FDM57,OUT045
7487,1480,12.857645184136183,Low Fat,8,94.6436,5,1985,Medium,Tier 3,Supermarket Type3,4065.3748,NCS17,OUT027
7488,1152,9.3,Low Fat,6,90.4172,3,2009,Medium,Tier 3,Supermarket Type2,1249.0408,FDX44,OUT018
7489,27,19.6,Low Fat,4,45.3718,7,2002,High,Tier 2,Supermarket Type1,614.5334,DRE03,OUT045
7490,954,11.35,Low Fat,13,51.5008,3,2009,Medium,Tier 3,Supermarket Type2,607.2096,FDT46,OUT018
7491,1116,5.44,Regular,0,178.137,7,2002,High,Tier 2,Supermarket Type1,3175.866,FDW60,OUT045
7492,345,14.65,Low Fat,6,50.8692,2,2007,High,Tier 2,Supermarket Type1,788.3072,FDE44,OUT017
7493,936,12.35,Regular,0,78.5328,6,2004,Small,Tier 2,Supermarket Type1,695.0952,FDT24,OUT035
7494,703,12.85,Regular,6,253.7382,2,2007,High,Tier 2,Supermarket Type1,2271.0438,FDO20,OUT017
7495,1055,17.1,Low Fat,1,85.5566,9,1999,Medium,Tier 1,Supermarket Type1,1860.2452,FDV47,OUT049
7496,1235,11.6,Regular,4,240.6222,1,1987,High,Tier 3,Supermarket Type1,2868.2664,FDZ26,OUT013
7497,571,7.445,Low Fat,0,75.5354,2,2007,High,Tier 2,Supermarket Type1,1956.1204,FDK48,OUT017
7498,1142,12.857645184136183,Regular,6,142.8786,4,1985,Small,Tier 1,Grocery Store,433.4358,FDX32,OUT019
7499,353,12.857645184136183,Regular,6,63.2194,4,1985,Small,Tier 1,Grocery Store,247.6776,FDE56,OUT019
7500,89,6.135,Low Fat,14,161.1236,3,2009,Medium,Tier 3,Supermarket Type2,644.4944,DRJ01,OUT018
7501,272,8.68,Low Fat,5,97.7384,0,1998,High,Tier 3,Grocery Store,98.5384,FDC53,OUT010
7502,1407,18.5,Low Fat,11,132.5284,6,2004,Small,Tier 2,Supermarket Type1,1318.284,NCN07,OUT035
7503,487,14.3,Low Fat,5,79.4302,1,1987,High,Tier 3,Supermarket Type1,1743.0644,FDI28,OUT013
